time,lat,lon,alt,tas,ias,gs,mach,heading,pitch,roll,gamma,alpha,v_vertical,throttle,lift,drag,thrust,mass,fuel,load_factor,flaps,gear,spoilers,flight_phase,dist_to_dest
200.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,326905.809812,124531.809812,8.263310,0,False,False,DEPARTURE,10028190.072020
205.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,326841.941797,124467.941797,8.263310,0,False,False,DEPARTURE,10028190.072020
210.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,326778.073782,124404.073782,8.263310,0,False,False,DEPARTURE,10028190.072020
215.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,326714.205766,124340.205766,8.263310,0,False,False,DEPARTURE,10028190.072020
220.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,326650.337751,124276.337751,8.263310,0,False,False,DEPARTURE,10028190.072020
225.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,326586.469736,124212.469736,8.263310,0,False,False,DEPARTURE,10028190.072020
230.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,326522.601721,124148.601721,8.263310,0,False,False,DEPARTURE,10028190.072020
235.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,326458.733706,124084.733706,8.263310,0,False,False,DEPARTURE,10028190.072020
240.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,326394.865690,124020.865690,8.263310,0,False,False,DEPARTURE,10028190.072020
245.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,326330.997675,123956.997675,8.263310,0,False,False,DEPARTURE,10028190.072020
250.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,326267.129660,123893.129660,8.263310,0,False,False,DEPARTURE,10028190.072020
255.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,326203.261645,123829.261645,8.263310,0,False,False,DEPARTURE,10028190.072020
260.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,326139.393629,123765.393629,8.263310,0,False,False,DEPARTURE,10028190.072020
265.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,326075.525614,123701.525614,8.263310,0,False,False,DEPARTURE,10028190.072020
270.000000,40.139126,116.656227,1106.893728,0.000000,0.000000,0.000000,0.000000,44.337854,15.000000,-0.024269,1.608178,-77.141821,0.000000,1.000000,-1978.452936,736.066635,1532832.365394,326011.657599,123637.657599,8.263310,0,False,False,DEPARTURE,10028190.072020
