time,lat,lon,alt,tas,heading,pitch,roll,flight_phase,throttle,target_pitch,target_roll,dist_to_dest,fuel,mass
1790.0,36.70384135064546,115.97027338859775,11143.920732445,243.79549555828646,188.1566026896515,4.551184347051654,-0.005838235846638895,CRUISE,0.5134931106176455,4.551184347051654,-0.005838235846638895,1577624.8734973967,15481.228716686903,68881.2287166869
1792.0,36.69950004969318,115.96949733326552,11127.00855407017,243.97844649170443,188.15649168689876,2.3554063819457443,-0.005542700516329546,CRUISE,0.5162450444171351,2.3554063819457443,-0.005542700516329546,1577137.2100507603,15480.135423642181,68880.13542364218
1794.0,36.6951585687223,115.96872136633262,11134.710400769136,243.87189380451113,188.15569584900186,3.757300566426893,-0.0060815389922908025,CRUISE,0.5144155350829556,3.757300566426893,-0.0060815389922908025,1576649.5273532367,15479.044455876305,68879.04445587631
1796.0,36.69081403950827,115.96794492751424,11129.464815003517,244.0266049977123,188.15539470544653,3.2747356553177385,-0.00559211712239005,CRUISE,0.5154810619548885,3.2747356553177385,-0.00559211712239005,1576161.502611347,15477.951920854379,68877.95192085438
1798.0,36.686475534074326,115.96716967481295,11141.954336929984,243.7537708202034,188.15471161297515,4.5103420955022155,-0.005845564805667891,CRUISE,0.5139339500228768,4.5103420955022155,-0.005845564805667891,1575674.155358099,15476.862246608185,68876.86224660819
1800.0,36.68213479906944,115.9663940788401,11125.63511786571,243.93542499773773,188.15459379625486,2.4081990540374596,-0.005524384888104805,CRUISE,0.5166622917979657,2.4081990540374596,-0.005524384888104805,1575186.5577993337,15475.767849111206,68875.7678491112
1802.0,36.67779464743532,115.96561870736011,11134.047370403274,243.80195398674348,188.15380009852174,3.8375993387194813,-0.00605232466499217,CRUISE,0.5148457500226226,3.8375993387194813,-0.00605232466499217,1574699.0267386101,15474.675806261763,68874.67580626176
1804.0,36.67345168889773,115.96484290694303,11129.337326658373,243.93450585993708,188.15350228817147,3.343606368762367,-0.00556531038567698,CRUISE,0.516180460132565,3.343606368762367,-0.00556531038567698,1574211.1807406268,15473.58167899339,68873.58167899339
1806.0,36.66911496588089,115.96406832929738,11142.084197789765,243.6558766012888,188.15282488010118,4.551489318173315,-0.0058229270013328005,CRUISE,0.514854941400629,4.551489318173315,-0.0058229270013328005,1573724.0360055054,15472.489981089711,68872.48998108972
1808.0,36.664776020247785,115.96329340948488,11125.835830702743,243.83264995897824,188.15270944604126,2.422858722385688,-0.005509420141265764,CRUISE,0.5176412339871117,2.422858722385688,-0.005509420141265764,1573236.6417442695,15471.393460565992,68871.39346056599
1810.0,36.66043750966853,115.9625186871988,11134.17005955753,243.70798127123828,188.15191888284238,3.836447012527395,-0.006040090933225883,CRUISE,0.5158735004102175,3.836447012527395,-0.006040090933225883,1572749.2973159042,15470.299192318826,68870.29919231882
1812.0,36.656096079375104,115.96174351591185,11129.362675046359,243.84800410613735,188.1516216350831,3.3347735384639656,-0.005556961280461792,CRUISE,0.517120187287617,3.3347735384639656,-0.005556961280461792,1572261.6252788538,15469.203025521163,68869.20302552116
1814.0,36.651760722249826,115.96096953772103,11142.018702150886,243.57685906941896,188.15094489651403,4.543753650701703,-0.0058146262184237685,CRUISE,0.5157199589386263,4.543753650701703,-0.0058146262184237685,1571774.6362630764,15468.109441044404,68868.1094410444
1816.0,36.64742305773557,115.96019520238208,11125.737531610785,243.7601382311346,188.15082894319696,2.4184322390649617,-0.0055013520497482205,CRUISE,0.5184314093058102,2.4184322390649617,-0.0055013520497482205,1571287.3882004323,15467.011189844816,68867.01118984481
1818.0,36.64308574611627,115.95942104967789,11134.056261633721,243.63937464197727,188.1500391982362,3.8365589629544847,-0.006030490048402726,CRUISE,0.5165986176886539,3.8365589629544847,-0.006030490048402726,1570800.1807400684,15465.915327646553,68865.91532764655
1820.0,36.63874546265781,115.95864643881602,11129.262513876181,243.7823828860592,188.14974202768727,3.3369857865058954,-0.005547842396978808,CRUISE,0.5178062535802271,3.3369857865058954,-0.005547842396978808,1570312.63981712,15464.817651583517,68864.81765158352
1822.0,36.634411212597726,115.95787301325937,11141.930645932389,243.51371658725208,188.14906626462565,4.547417311502415,-0.005804888379174145,CRUISE,0.5163761711394079,4.547417311502415,-0.005804888379174145,1569825.777443341,15463.722624008315,68863.72262400831
1824.0,36.630074608442065,115.95709922233407,11125.675303235901,243.69904252981092,188.14895031903725,2.421882261120346,-0.0054923476940018645,CRUISE,0.519062834127479,2.421882261120346,-0.0054923476940018645,1569338.6507773248,15462.62298616298,68862.62298616298
1826.0,36.625738316445805,115.9563256065153,11134.000410695056,243.58102811612127,188.14816189414572,3.839845553408864,-0.00602078065526257,CRUISE,0.5172095747018906,3.839845553408864,-0.00602078065526257,1568851.560135559,15461.52578287853,68861.52578287854
1828.0,36.62139901166811,115.95555152536241,11129.214947674298,243.72623440844677,188.14786508684972,3.339093201132928,-0.005539399677175538,CRUISE,0.5183897188387872,3.339093201132928,-0.005539399677175538,1568364.1314331687,15460.426827206618,68860.42682720663
1830.0,36.617065692877304,115.95477862037322,11141.880068250694,243.46025022981743,188.14719031062754,4.549239206761819,-0.005796286796794448,CRUISE,0.5169376559155321,4.549239206761819,-0.005796286796794448,1567877.375949527,15459.330568521676,68859.33056852168
1832.0,36.612729977921035,115.95400534263229,11125.632799251749,243.64785329879,188.14707438229394,2.423190905535026,-0.005484528868478833,CRUISE,0.5195974977018255,2.423190905535026,-0.005484528868478833,1567390.351449155,15458.229758814407,68858.22975881441
1834.0,36.60839452942016,115.95323223161883,11133.954329627324,243.5324895010961,188.14628705215816,3.841371036124635,-0.006012302804606406,CRUISE,0.5177214670120998,3.841371036124635,-0.006012302804606406,1566903.357837263,15457.131432769733,68857.13143276973
1836.0,36.6040560308788,115.95245864877117,11129.171650830876,243.67979991872198,188.14599051972937,3.340209337663404,-0.005531882362490137,CRUISE,0.5188751049890388,3.340209337663404,-0.005531882362490137,1566416.0219805988,15456.03141255239,68856.03141255239
1838.0,36.59972347845836,115.9516862343191,11141.834243890447,243.41605054263033,188.14531658918258,4.550571360545942,-0.005788509137872211,CRUISE,0.51740200081278,4.550571360545942,-0.005788509137872211,1565929.3548600953,15454.93413528735,68854.93413528736
1840.0,36.59538863118321,115.95091347724939,11136.625235340234,243.47637058674914,188.14507643454138,3.424383854306365,-0.005477351669739505,CRUISE,0.5200394945736966,3.424383854306365,-0.005477351669739505,1565442.4302552098,15453.832356362282,68853.83235636228
1842.0,36.59104488529792,115.9501392145502,11124.474870990462,244.03761769687387,188.14469133923743,2.3096057101930323,-0.005817749144810591,CRUISE,0.5194362941325084,2.3096057101930323,-0.005817749144810591,1564954.5065573219,15452.731376141317,68852.73137614131
1844.0,36.58670473241583,115.94936570864841,11135.203637076342,243.8187482217009,188.14393461970508,4.154318302074923,-0.005942279549785212,CRUISE,0.5138238230312612,4.154318302074923,-0.005942279549785212,1564466.9873750103,15451.641451358826,68851.64145135882
1846.0,36.582362456444095,115.94859189459402,11131.251616030775,243.88680598013872,188.1436574542038,3.47431589268005,-0.0055078245699320405,CRUISE,0.5160125177829908,3.47431589268005,-0.0055078245699320405,1563979.2300487014,15450.547804927948,68850.54780492795
1848.0,36.57802617107727,115.94781925516273,11143.74034859763,243.6219819592109,188.1429954445346,4.5508604414054705,-0.00579346258459168,CRUISE,0.5153319401986126,4.5508604414054705,-0.00579346258459168,1563492.1464373989,15449.455254225411,68849.45525422541
1850.0,36.57368765370051,115.94704627213439,11126.84782404059,243.81357636218533,188.14288455302687,2.3579475353161694,-0.0055001699259520365,CRUISE,0.5179801804078908,2.3579475353161694,-0.0055001699259520365,1563004.8122452216,15448.35815822578,68848.35815822578
1852.0,36.56934881790347,115.94627335182732,11134.559196035514,243.7151376164691,188.14209443924204,3.7623788943701557,-0.006034818685904497,CRUISE,0.5160642363781465,3.7623788943701557,-0.006034818685904497,1562517.4432473371,15447.263573304472,68847.26357330447
1854.0,36.565006817772165,115.94549994011568,11129.340146583409,243.87613615989872,188.14179520926456,3.2798502215329384,-0.005549612447239838,CRUISE,0.5170486238353089,3.2798502215329384,-0.005549612447239838,1562029.7191733662,15446.167601267796,68846.16760126779
1856.0,36.560670721743975,115.94472768861539,11141.839210806995,243.6103420722915,188.14111705514765,4.515425166377935,-0.0058016003341805344,CRUISE,0.5154386384010126,4.515425166377935,-0.0058016003341805344,1561542.6591141976,15445.074628950739,68845.07462895074
1858.0,36.55633243094258,115.94395511285965,11136.596138518713,243.66738829407714,188.14087535559588,3.412362899409742,-0.005483500205968994,CRUISE,0.5180965792770849,3.412362899409742,-0.005483500205968994,1561055.3528171384,15443.977090590904,68843.9770905909
1860.0,36.551985382865034,115.9431810583308,11124.494834405963,244.21985439798442,188.14048934598924,2.308564999872485,-0.005820962553187314,CRUISE,0.5175261170592285,2.308564999872485,-0.005820962553187314,1560567.0633143678,15442.880277801203,68842.8802778012
1862.0,36.54764219056376,115.9424078067418,11135.340969762583,243.98815072396025,188.13973217273076,4.158122499778978,-0.005943479472975355,CRUISE,0.5120014560201556,4.158122499778978,-0.005943479472975355,1560079.2078400592,15441.794335451017,68841.79433545102
1864.0,36.54329703522566,115.94163427575467,11131.445058422523,244.04573124712897,188.13945588564073,3.4783867925495637,-0.005507644068387663,CRUISE,0.5143184927603974,3.4783867925495637,-0.005507644068387663,1559591.1322013866,15440.704400038656,68840.70440003865
1866.0,36.53895803371785,115.9408619472574,11143.978783854107,243.77250256910477,188.13879436886384,4.549654999910557,-0.00579388498863409,CRUISE,0.5137426875287101,4.549654999910557,-0.00579388498863409,1559103.7486046467,15439.615338170457,68839.61533817046
1868.0,36.534616929692916,115.94008929847816,11127.053899612376,243.95677054658978,188.13868440343953,2.3541732738114156,-0.0055005832641796815,CRUISE,0.5164749743089521,2.3541732738114156,-0.0055005832641796815,1558616.1289739683,15438.521549325615,68838.52154932561
1870.0,36.530275609284104,115.93931673059174,11134.762894208037,243.8520898468886,188.1378942306684,3.7550163502788148,-0.006035871249679303,CRUISE,0.514632294534102,3.7550163502788148,-0.006035871249679303,1558128.4859994233,15437.43011259795,68837.43011259794
1872.0,36.52593121648602,115.93854368814122,11129.515196920907,244.0081048799916,188.1375954496242,3.273781704062959,-0.005549792881339499,CRUISE,0.515679101531114,3.273781704062959,-0.005549792881339499,1557640.4982797795,15436.337150462032,68836.33715046203
1874.0,36.52159282162639,115.93777182145637,11142.013345775655,243.7368447808394,188.13691731199563,4.508736571547113,-0.005801663898864717,CRUISE,0.5141189512000838,4.508736571547113,-0.005801663898864717,1557153.1851080968,15435.247077220738,68835.24707722073
1876.0,36.517252181312095,115.93699960982009,11125.683845273545,243.91945121161638,188.13680058851654,2.4071710785075693,-0.0054827732502360504,CRUISE,0.5168315521916059,2.4071710785075693,-0.0054827732502360504,1556665.6198562076,15434.15231627692,68834.15231627692
1878.0,36.5129120962094,115.9362276160514,11134.106187127065,243.78747586117424,188.13601249980061,3.8354247530027914,-0.006007275926577904,CRUISE,0.515005487883836,3.8354247530027914,-0.006007275926577904,1556178.117927446,15433.059929286657,68833.05992928665
1880.0,36.50856918477961,115.93545519132469,11129.394645662938,243.92103205776567,188.1357170396685,3.3426793554601932,-0.005523549417276286,CRUISE,0.5163252413882574,3.3426793554601932,-0.005523549417276286,1555690.2988899762,15431.965491749397,68831.9654917494
1882.0,36.50423248730742,115.93468397963427,11142.150384670062,243.64374566201798,188.1350445153049,4.549743302220465,-0.005779599973990912,CRUISE,0.5149896794223431,4.549743302220465,-0.005779599973990912,1555203.1786543818,15430.87350526105,68830.87350526106
1884.0,36.49989355514708,115.93391242477283,11125.89013734767,243.8212764945908,188.13493017088294,2.421637451031832,-0.005468304573184923,CRUISE,0.5177625433798201,2.421637451031832,-0.005468304573184923,1554715.8075461253,15429.776726603011,68829.77672660301
1886.0,36.49555503292874,115.93314106148482,11134.234084943555,243.69790388412997,188.13414513700545,3.8340233384583797,-0.005995562597092885,CRUISE,0.5159872350540919,3.8340233384583797,-0.005995562597092885,1554228.4834390024,15428.682215246194,68828.6822152462
1888.0,36.491213574551374,115.93236924779589,11129.42443887192,243.83877182345825,188.13385022500995,3.3336665050027894,-0.005515629699871738,CRUISE,0.5172209611587001,3.3336665050027894,-0.005515629699871738,1553740.8298869217,15427.585834760845,68827.58583476084
1890.0,36.48687817107913,115.93159861819576,11142.089505121528,243.5687801125599,188.13317832188807,4.54183537499296,-0.005771735374395348,CRUISE,0.5158122817654174,4.54183537499296,-0.005771735374395348,1553253.857266744,15426.492054753993,68826.492054754
1892.0,36.48254045124673,115.93082763106075,11125.795656564262,243.75265404484182,188.1330634674227,2.4170851667486155,-0.00546062739542208,CRUISE,0.5185121988744009,2.4170851667486155,-0.00546062739542208,1552766.6246018459,15425.39363428328,68825.39363428327
1894.0,36.47820306244726,115.93005682126025,11134.124422884257,243.6329941424388,188.13227919714242,3.833989188947751,-0.00598639391613176,CRUISE,0.5166734595515816,3.833989188947751,-0.00598639391613176,1552279.430073041,15424.297614315567,68824.29761431557
1896.0,36.473862688083344,115.92928555242794,11129.32817352442,243.77669355991387,188.1319843556168,3.335779121253048,-0.005506886968703384,CRUISE,0.5178700585756117,3.335779121253048,-0.005506886968703384,1551791.900551121,15423.199805687907,68823.19980568791
1898.0,36.46952833178663,115.92851546045908,11142.00561486141,243.50901731713185,188.1313133870649,4.545378459356733,-0.0057623894913518825,CRUISE,0.5164330644008612,4.545378459356733,-0.0057623894913518825,1551305.0478186246,15422.104660342597,68822.1046603426
1900.0,36.46519161505051,115.92774500323814,11125.736872419791,243.69479779245788,188.13119854639842,2.42043054368693,-0.005451978426350479,CRUISE,0.5191098268286813,2.42043054368693,-0.005451978426350479,1550817.9300913736,15421.004927389915,68821.0049273899
1902.0,36.460855191201055,115.92697471632555,11134.072149518644,243.57773232190542,188.13041554473446,3.8371425907791865,-0.0059770744443881085,CRUISE,0.5172520220754211,3.8371425907791865,-0.0059770744443881085,1550330.8462133245,15419.907637455963,68819.90763745597
1904.0,36.45651574305861,115.9262039636315,11129.283869607794,243.72350596181545,188.1301210574933,3.3377904445202207,-0.005498781112066808,CRUISE,0.5184226767809457,3.3377904445202207,-0.005498781112066808,1549843.422992988,15418.80861693324,68818.80861693324
1906.0,36.4521822679507,115.92543437913135,11141.958463194065,243.4583778569579,188.1294510377504,4.547091161126288,-0.00575413560741822,CRUISE,0.5169649403818454,4.547091161126288,-0.00575413560741822,1549356.67149919,15417.712305474144,68817.71230547415
1908.0,36.447846392514506,115.92466442241599,11125.697179493012,243.64632038789202,188.1293362184094,2.4216487875948927,-0.005444473547285611,CRUISE,0.5196162214304209,2.4216487875948927,-0.005444473547285611,1548869.6505313218,15416.611462696728,68816.61146269673
1910.0,36.44351076643727,115.92389462806086,11134.029012096895,243.53177519975517,188.12855426615477,3.838557729349525,-0.005968940633664488,CRUISE,0.5177367961210797,3.838557729349525,-0.005968940633664488,1548382.6585216452,15415.51310954028,68815.51310954028
1912.0,36.4391720806713,115.92312436178521,11129.243281453439,243.67954851516916,188.12826004563917,3.3388289930891792,-0.005491562515402393,CRUISE,0.5188822480024481,3.3388289930891792,-0.005491562515402393,1547895.3231950186,15414.4130811424,68814.4130811424
1914.0,36.43483933008456,115.92235525633484,11141.91550727698,243.41654239204925,188.127590838019,4.548334509792539,-0.005746667379696646,CRUISE,0.5174045148483082,4.548334509792539,-0.005746667379696646,1547408.6553384778,15413.315805483164,68813.31580548317
1916.0,36.430504145835755,115.92158577287978,11125.66174503709,243.60626982313798,188.1274760358806,2.4227676058165657,-0.005437577426107509,CRUISE,0.5200345760795073,2.4227676058165657,-0.005437577426107509,1546921.7142648885,15412.214045378338,68812.21404537834
1918.0,36.42616917697586,115.92081644555451,11133.992947254043,243.49373668807075,188.1266950426685,3.839897811238407,-0.005961436657898389,CRUISE,0.51813730176862,3.839897811238407,-0.005961436657898389,1546434.7983322134,15411.114813508073,68811.11481350807
1920.0,36.42183111980496,115.92004664138064,11129.210793809774,243.64310092891682,188.12640109036707,3.3398558426088467,-0.005484863574096721,CRUISE,0.5192626331192922,3.3398558426088467,-0.005484863574096721,1545947.5358687863,15410.013950815244,68810.01395081525
1922.0,36.41749896708139,115.91927799194337,11141.88199917058,243.38183719305684,188.12573264725333,4.549436118130886,-0.005739745446888378,CRUISE,0.5177689907108316,4.549436118130886,-0.005739745446888378,1545460.9374192373,15408.915875757786,68808.91587575778
1924.0,36.41316435324225,115.91850895976098,11125.634375028305,243.57302346999015,188.12561788557977,2.4237026144304434,-0.005431179251360163,CRUISE,0.5203816280694314,2.4237026144304434,-0.005431179251360163,1544974.062670157,15407.813354844782,68807.81335484478
1926.0,36.40882992614598,115.91774007843915,11133.96503699565,243.46218381532415,188.1248377817731,3.840945398095641,-0.005954487913214734,CRUISE,0.5184697653000984,3.840945398095641,-0.005954487913214734,1544487.2098428654,15406.713393714665,68806.71339371466
1928.0,36.404492386711965,115.91697071616375,11129.185492878654,243.61288550193092,188.12454409188624,3.340649992213475,-0.005478636646515156,CRUISE,0.5195781618467583,3.340649992213475,-0.005478636646515156,1544000.0077872442,15405.611839144136,68805.61183914414
